UNITNAME,CanBuild,BuiltBy,UnitNumber,DefaultMissionType,wpri_badTargetCategory,ActivateWhenBuilt,Description,MaxDamage,SelfDestructAs,buildangle,FootprintZ,MetalStorage,Copyright,DamageModifier,Version,BMcode,SIDE,BadTargetCategory,StandingFireOrder,Designation,BuildCostEnergy,WorkerTime,Builder,YardMap,Name,firestandorders,ShootMe,FootprintX,EnergyStorage,FrenchName,NoChaseCategory,Category,canattack,Weapon1,NoShadow,EnergyUse,SightDistance,downloadable,ThreeD,ZBuffer,ExplodeAs,BuildCostMetal,NoAutoFire,TEDClass,Corpse,GermanDescription,BuildTime,RadarDistance,ItalianDescription,WaterLine,ItalianName,canguard,Objectname,SoundCategory,GermanName,Frenchdescription,SpanishDescription,canstop,SpanishName,MinWaterDepth,MaxVelocity,StandingMoveOrder,MaxSlope,canpatrol,canmove,Upright,TurnRate,MaxWaterDepth,Acceleration,maneuverleashlength,MovementClass,Weapon3,wspe_badTargetCategory,BrakeRate,EnergyMake,mobilestandorders,SteeringMode,Ovradjust,Digger,canhover,Builddistance,CanReclamate,MetalMake,ImmuneToParalyzer,CantBeTransported,Init_cloaked,Stealth,CloakCost,HideDamage,CanCapture,wsec_badTargetCategory,Weapon2,candgun,Scale,cruisealt,BankScale,amphibious,Canfly,sortbias,selfdestructcountdown,ExtractsMetal,onoffable,transportsize,canload,transportcapacity,transportmaxunits,Floater,Antiweapons,MakesMetal,SonarDistance,PitchScale,IsAirBase,ai_limit,ai_weight,HoverAttack,CloakCostMoving,HealTime,ShowPlayerName,norestrict,mincloakdistance,RadarDistanceJam,PigLatinName,PigLatinDescription,JapaneseName,canbuild,IsFeature,kamikazedistance,kamikaze,TidalGenerator,canland,canresurrect,canrepair,resurrect,istargetingupgrade,Commander,attackrunlength,altfromsealevel,MoveRate1,WindGenerator,
ARMSNIPE,,ARMNOMAD_FACT ARMALAB ,250,Standby,AIR,1,Sniper Kbot (300 Energy/Shot),1825,BIG_UNIT,n/a,2,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,1,ARM,LEV1,2,BK-CD4,22090,0,0,n/a,Shooter,1,1,2,0,Tireur,AIR,ARM MOB NAIR NSHP NEXP NNUK ALL LEV2 CTRL_G CTRL_K CTRL_W,1,ARMSNIPE_WEAPON,n/a,1,480,1,1,1,BIG_UNIT,1270,0,KBOT,ARMSNIPE_dead,Scharfschützen-Kbot,22510,24,Kbot cecchino,n/a,Shooter,1,ARMSNIPE,SNIPE,Shooter,Kbot Tireur d'Elite,Kbot francotirador,1,Shooter,n/a,1.1,1,14,1,1,1,1216,22,0.15,640,KBOTSS2,n/a,n/a,0.15,0.9,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORVAULT,,CORECV CORECA CORECK CORECH ,268670,n/a,n/a,0,"Makes/Stores Energy/Metal (500/24(36), 125K/25K, Adj. Bonus)",11060,NUCLEAR_BLASTSML,0,12,25000,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,CORE,n/a,n/a,CDM-MEM,245556,0,0,oooooooooooo,Vault,n/a,n/a,12,125000,n/a,n/a,CORE BLDG NAIR NSUB NSHP NLND NEXP ALL LEV3,n/a,n/a,n/a,n/a,384,1,1,1,NUCLEAR_BLAST,10220,0,METAL,n/a,n/a,220458,0,n/a,n/a,n/a,n/a,CORVAULT,CORE_MED,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,500,n/a,n/a,1,n/a,n/a,n/a,n/a,24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMSEER,,ARMAVP ARMNOMAD_FACT ,61,Standby,MOB,1,Radar Vehicle,480,BIG_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1,1,ARM,MOB,n/a,ARM-MRJ,941,0,0,n/a,Seer,n/a,1,3,0,Prophète,MOB,ARM MOB NAIR NSUB NSHP NEXP NNUK ALL LEV2 CTRL_G CTRL_V CTRL_R,1,NULL_WEAPON,n/a,25,384,n/a,1,1,BIG_UNITEX,85,0,TANK,armseer_dead,Mobiles Radar,3186,1792,Radar mobile,n/a,Seer,1,ARMSEER,ARM_VRADAR,Seer,Radar mobile,Radar móvil,1,Seer,n/a,1.1,1,16,1,1,n/a,500,0,0.032,640,TANKSH3,n/a,n/a,0.012,0,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMESTOR,,ARMDECOM ARMCOM_SUP ARMSPOT ARMCA ARMCK ARMCV ARMCH ARMCOM ,27,n/a,n/a,1,Increases Energy Storage by 5K (Adjacency Bonus),1000,ESTOR_BUILDING,4096,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,ARM,n/a,n/a,AE-ESF,1944,0,0,oooo oooo oooo oooo,Energy Storage,n/a,n/a,4,5000,Dépôt d'énergie,n/a,ARM BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1,n/a,n/a,n/a,25,192,n/a,1,1,ESTOR_BUILDINGEX,192,0,ENERGY,armestor_dead,Vergrößert Lager für Energievorräte,6355,0,Aumenta l'immagazzinamento di energia,n/a,Deposito Energetico,n/a,ARMESTOR,ARM_ESTOR,Energiespeicher,Augmente le stockage d'énergie,Incrementa capacidad de alm.energía,n/a,Almacén de Energía,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,25,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMLGTNK,,ARMGANT ,871,Standby,AIR,1,Ultra Heavy Lightning Assault Tank (450E/Sec),23625,UNIT_BLAST,n/a,5,n/a,Copyright 1997 Humongous Entertainment. All rights reserved.,0.3375,3.1,1,ARM,AIR,2,LGTNK_XYZ,312525,n/a,0,n/a,Chimera,1,1,5,n/a,n/a,AIR,ARM BIG MOB NAIR NSUB NSHP NEXP ALL LEV3 CTRL_G CTRL_V CTRL_W,1,LIGHTNING_LGTNK,n/a,0.4,448,1,1,1,UNIT_BLAST,10710,0,TANK,armlgtnk_dead,n/a,125010,40,n/a,n/a,n/a,1,ARMLGTNK,ARM_BIGTANK,n/a,n/a,n/a,1,n/a,n/a,0.875,0,12,1,1,n/a,176,12,0.006,640,TANKSH5,LIGHTNING,AIR,0.025,2.4,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,AIR,LIGHTNING_LGTNK2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORCA,CORWIN CORVP CORESTOR CORRL CORSOLAR CORSY CORRAD CORHP CORMSTOR CORGEN CORDRAG CORLAB CORLLT CORPUN CORASP CORGEO CORMEX CORMAKR CORAP CORAAP CORTL CORHLT CORPLAS ,CORAP ,90,VTOL_Standby,n/a,n/a,Tech Level 1,290,BIG_UNITEX,n/a,3,25,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,1,CORE,n/a,n/a,CVA-8,6106,60,1,n/a,Construction Aircraft,n/a,1,3,25,Avion de construction ,n/a,CORE AIR MOB NSUB NSHP NSTN FLM NLND NEXP NNUK ALL LEV1 CTRL_B,n/a,n/a,n/a,0.1,288,n/a,1,1,BIG_UNIT,236,0,CNSTR,n/a,Tech Level 1,10215,32,Tecnologia Livello 1,n/a,Aereo Costruttore,1,CORCA,CORE_CVTOL,Konstr.-Flugzeug,Niveau Tech 1,Nivel Tecn. 1,1,Aeronave de Constr. ,n/a,7,1,10,1,1,n/a,112,0,0.06,1280,n/a,n/a,n/a,1.7,3,1,1,1,n/a,n/a,150,1,0.1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,75,1.5,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
COREPLAT,CORSKYNET CORECSA CORSHOCK CORVIND CORECLIPSE ,CORACSA ,242,n/a,n/a,n/a,Builds Experimental Aircraft,7200,ATOMIC_BLAST,n/a,18,400,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,CORE,n/a,2,FS-BP3,465413,360,1,YYYYYYYYYYYYYYYYYY,Exp. Seaplane Platform,1,n/a,18,400,n/a,n/a,CORE LAB NAIR NSUB NSHP NLND ALL LEV3 CTRL_F,n/a,n/a,1,0,224,1,1,1,ATOMIC_BLAST,15791,0,PLANT,coreplat_dead,n/a,116716,0,n/a,34,n/a,n/a,COREPLAT,CORE_SEAPLN_PLANT,n/a,n/a,n/a,1,n/a,31,n/a,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORMABM,,CORAVP ,322,Standby,AIR,n/a,Mobile Missile Defense,2400,UNIT_BLASTSML,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.5,3.1,1,CORE,AIR,2,COR-AMD1,31325,0,0,n/a,Hedgehog,1,1,3,0,Hedgehog,AIR,CORE MOB NAIR NSUB NSHP NEXP ALL LEV2 CTRL_L,n/a,ANTI_NUKE_MOB,n/a,0,256,1,1,1,UNIT_BLAST,1085,1,TANK,CORMABM_dead,Mobile Raketenabwehr,34722,32,Difesa mobile missilistica,n/a,Hedgehog,1,CORMABM,CORE_TANK,Hedgehog,Défense mobile antimissile,Defensa de Misiles Móvil,1,Hedgehog,n/a,1.05,1,10,1,1,n/a,430,0,0.015,640,TANKSH3,n/a,n/a,0.027,n/a,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORMINE7,,CORMLV CORSPY ,1199,Standby_Mine,n/a,0,Higher Damage/Area Mine (Amphibious),8,CRAWL_BLAST,n/a,1,0,Copyright 1997 Humongous Entertainment. All rights reserved.,100,1.2,0,CORE,n/a,2,GTK7,6144,0,0,o,U-47,1,n/a,1,0,n/a,n/a,CORE NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_M,0,n/a,n/a,0,64,1,1,1,CRAWL_BLAST,192,0,SPECIAL,n/a,n/a,150,0,n/a,n/a,n/a,0,CORMINE7,MINE4,n/a,n/a,n/a,0,n/a,15,n/a,n/a,15,0,0,n/a,n/a,255,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,limit CORMINE7 0,weight CORMINE7 0,n/a,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMHROY,,ARMEHP ARMFEHP ,174,Standby,AIR,1,Destroyer Hovertank,18900,UNIT_BLASTSML,n/a,5,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.8,1.2,1,ARM,AIR,2,ARM-THG,90745,0,0,n/a,Renegade,1,1,5,0,n/a,AIR,ARM MOB NAIR NSUB NSHP ALL LEV3 CTRL_H CTRL_W,1,CANNON_MBT,n/a,2.6,512,n/a,1,1,UNIT_BLASTSML,4480,0,TANK,armhroy_dead,n/a,68060,40,n/a,n/a,n/a,1,ARMHROY,ARM_HOVER_BIG,n/a,n/a,n/a,1,n/a,n/a,1.25,1,16,1,1,n/a,300,0,0.03,640,TANKHOVER5,DEPTHCHARGE_ADV,NSUB,0.09,2.6,1,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,256,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMASON,,ARMACSUB ARMACSA ARMACH ARMCOM_SUP ,202,n/a,n/a,1,Locates Units,480,LARGE_BUILDING,8192,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,ARM,n/a,n/a,AS-ERS,3704,0,0,wwww wwww wwww wwww,Advanced Sonar/Radar Station,n/a,n/a,4,0,Sonar Pro,n/a,ARM NAIR NSUB NSHP NLND NEXP NNUK ALL LEV2 CTRL_R,n/a,n/a,1,125,512,1,1,1,LARGE_BUILDINGEX,204,0,WATER,armason_dead,Verbessertes Sonar,6152,3584,Sonar a lungo raggio,24,Sonar Avanzato,n/a,ARMASON,ARM_SONAR,Advanced Sonar,Sonar avancé,Sonar mejorado,n/a,Sonar Avanzado,24,n/a,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1792,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMSCRAM,,ARMASY ,245,Standby,MOB,1,Radar Jamming Sub,1800,SMALL_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,1,ARM,MOB,n/a,ASD-SK,11588,0,0,n/a,Fibber,n/a,1,3,0,Menteur,MOB,ARM MOB NAIR NLND NEXP NNUK ALL LEV2 CTRL_N CTRL_R,1,NULL_WEAPON,n/a,125,672,1,1,1,SMALL_UNITEX,590,0,SHIP,armscram_dead,Sonar-Stör-U-Boot,22096,0,Disturbo sonar subacqueo,20,Fibber,1,ARMSCRAM,ARM_JAMSUB,Fibber,Sous-Marin Brouilleur,Sonar de interferencias subacuáticas,1,Fibber,15,2,1,n/a,1,1,n/a,622,n/a,0.2,640,BOATD3,n/a,n/a,0.36,0,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,672,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMSH,,ARMHP ARMFHP ,283,Standby,AIR,n/a,Scout Hovercraft,200,SMALL_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,1,ARM,AIR,2,ARM-HLL,1169,0,0,n/a,Skimmer,1,1,3,0,Ricochet,AIR,ARM MOB NAIR NSUB NSHP  NEXP NNUK ALL LEV1 CTRL_H CTRL_W,1,LASER_SH,n/a,2.6,512,1,1,1,SMALL_UNITEX,76,0,TANK,armsh_dead,Aufklärungs-Hovercraft,3388,32,Hovercraft di ricognizione,n/a,Skimmer,1,ARMSH,ARM_HOVER_SM,Skimmer ,Hovercraft Reconnaissance,Hidroavión de Exploración,1,Skimmer,n/a,3,1,16,1,1,n/a,810,0,0.11,640,TANKHOVER3,n/a,n/a,0.09,2.6,1,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMPLAT,ARMFIG ARMCSA ARMATLAS ARMPEEP ARMTHUND ,ARMCSA ARMCS ARMACSA BLANK ,242,n/a,n/a,n/a,Builds Aircraft,1820,LARGE_BUILDING,n/a,7,100,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,ARM,n/a,2,ARM-SED,2192,120,1,wwwwwww wCCCCCw wCCCCCw wCCCCCw wCCCCCw wCCCCCw wwwwwww,Seaplane Platform,1,n/a,7,100,Plate-Forme Hydravion,n/a,ARM LAB NAIR NSUB NSHP NLND NEXP NNUK ALL LEV2 CTRL_F,n/a,n/a,1,0,224,1,1,1,LARGE_BUILDINGEX,765,0,PLANT,armplat_dead,Baut Wasserflugzeuge,7240,0,Costruzione idrovolanti,43,Piattaforma idrovolanti,n/a,ARMPLAT,ARM_SEAPLN_PLANT,Wasserflugzeug-Plattform,Construit Hydravions,Construye Hidroaviones,1,Plataforma de Hidroaviones,30,n/a,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORACSUB,CORUWMOHO CORUWFUS CORUWMMM CORESY CORASON CORSY CORATL ,CORASY ,186,Standby,n/a,n/a,Tech Level 2,740,SMALL_UNIT,n/a,4,50,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,1,CORE,n/a,n/a,CW-SA,11867,240,1,n/a,Advanced Construction Sub,n/a,1,4,50,Ss-marin de constr. évolué,n/a,CORE MOB NAIR NLND NEXP NNUK ALL LEV2 CTRL_B,n/a,n/a,n/a,1.6,224,1,1,1,SMALL_UNITEX,645,0,CNSTR,coracsub_dead,Tech Level 2,17228,0,Tecnologia Livello 2,20,Unità Sub di costr. Av.,1,CORACSUB,CORE_CSUB,Verb. Konstr. U-Boot,Niveau Tech 2,Nivel Tecn. 2,1,Submarino Av. Constr.,20,1.95,1,n/a,1,1,n/a,256,n/a,0.04,640,BOATD3,n/a,n/a,0.2,10,1,1,n/a,n/a,n/a,180,1,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,256,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORAVP,CORETER CORVRAD CORREAP CORMABM CORSEAL CORSENT CORACV CORMPAD CORMART CORMANT CORVROC CORGOL ,CORECV CORCV CORCOM_SUP ,88,n/a,n/a,n/a,Produces Vehicles,4110,LARGE_BUILDING,1024,6,200,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,CORE,n/a,2,COR-VCF2,20598,240,1,ooccccoo ooccccoo ooccccoo ooccccoo ooccccoo ooccccoo,Advanced Vehicle Plant,1,n/a,8,200,Usine de véhicules évoluée,n/a,CORE LAB NAIR NSUB NSHP NLND NEXP NNUK ALL LEV2 CTRL_F,n/a,n/a,n/a,0,224,n/a,1,1,LARGE_BUILDINGEX,2435,0,PLANT,coravp_dead,Tech Level 2,19688,0,Produce veicoli,n/a,Fabbrica Veicoli Spec.,n/a,CORAVP,TANKPLANT,Verb. Fahrzeugfabrik,Niveau Tech 2,Produce vehículos,1,Planta Av. Constr. Vehículos,n/a,n/a,1,10,1,1,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMELAB,ARMCERB ARMASPID ARMNOVA ARMMECH ARMECK ARMVERMIN ,ARMACK ,103263,n/a,n/a,n/a,Produces Experimental Kbots,9675,ATOMIC_BLAST,n/a,10,400,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,ARM,n/a,2,GKA-EML,442057,360,1,occcccccco occcccccco occcccccco occcccccco occcccccco occcccccco occcccccco occcccccco occcccccco occcccccco,Experimental Kbot Assembler,1,n/a,10,400,n/a,n/a,ARM LAB NAIR NSUB NSHP NLND ALL LEV3 CTRL_F,n/a,n/a,n/a,0,224,1,1,1,ATOMIC_BLAST,16232,0,PLANT,armelab_dead,n/a,102086,0,n/a,n/a,n/a,n/a,ARMELAB,ARM_GANT,n/a,n/a,n/a,1,n/a,n/a,n/a,1,10,1,1,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMMECH,,ARMELAB ,1201,Standby,AIR,0,"Experimental Assault Kbot (3K E/S, Amphibious, Stun Immunity)",23625,UNIT_BIG_BLASTSML,n/a,5,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.15625,1.2,1,ARM,AIR,2,ARM-HBM,2857875,0,0,n/a,Raptor,1,1,5,0,n/a,AIR,ARM BIG MOB NAIR NSUB NSHP ALL LEV3 CTRL_G CTRL_K CTRL_W,1,GAUSS_MECH,n/a,7.5,480,n/a,1,1,UNIT_BIG_BLASTSML,34680,0,KBOT,armmech_dead,n/a,457260,48,n/a,n/a,n/a,1,ARMMECH,MECH,n/a,n/a,n/a,1,n/a,n/a,1.25,1,20,1,1,1,1080,255,0.375,640,TANKDH5,VLAUNCH_MECH,ALL,0.25,7.5,1,2,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORUWMMM,,CORACSUB CORACSA CORACH CORCOM_SUP ,4292,n/a,n/a,1,Converts Energy to Metal (1000/12),7500,ATOMIC_BLAST,8192,5,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,0,CORE,n/a,n/a,MMC,16392,0,0,ooooo ooooo ooooo ooooo ooooo,Underwater Moho Metal Maker,n/a,n/a,5,0,n/a,n/a,CORE BLDG NAIR NSUB NSHP NLND NEXP ALL LEV2 CTRL_J,n/a,n/a,n/a,1000,128,1,1,1,ATOMIC_BLASTSML,750,0,METAL,coruwmmm_dead,n/a,41252,0,n/a,n/a,n/a,n/a,CORUWMMM,CORE_MAKER,n/a,n/a,n/a,n/a,n/a,15,n/a,n/a,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a,n/a,n/a,limit CORUWMMM 0,weight CORUWMMM 0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
